date,startup,vertical,subvertical,city,Investor,Type,amount,year,month,quarter
2017-06-06,hungry foal,consumer internet,for profit social venture,gurgaon,sbi (stand up india scheme),private equity,0.0Cr,2017,6,2
2017-06-07,ziploan,consumer internet,online lending platform,new delhi,waterbridge ventures,seed funding,5.785Cr,2017,6,2
2017-06-07,growfitter,consumer internet,health and fitness discovery platform,mumbai,sque capital,seed funding,5.34Cr,2017,6,2
2017-06-08,stratfit,consumer internet,health coaching programs,hyderabad,bodhtree consulting limited,seed funding,2.0648Cr,2017,6,2
2017-06-08,multiplier solutions,technology,crm software for healthcare space,hyderabad,norwest venture partners saif partners accel partners,private equity,13.35Cr,2017,6,2
2017-06-08,abi health,technology,unified digital health platform,bangalore,norwest venture partners saif partners accel partners,private equity,13.35Cr,2017,6,2
2017-06-08,stockal,consumer internet,app-based investment advisory services,bangalore,mohan alexander r natarajan vikrant varshney amit sinha,seed funding,3.115Cr,2017,6,2
2017-06-09,guiddoo,consumer internet,travel & adventure planning platform,mumbai,pawan borle nirmal singh manish prasad vineet varma nick haulkoury abhai s rao,seed funding,2.67Cr,2017,6,2
2017-06-09,esahaiin,consumer internet,ambulance aggregator and medical taxi provider,hyderabad,dr ramesh ayyala satya muthyala,seed funding,2.225Cr,2017,6,2
2017-06-12,loanmeet,consumer internet,online peer-to-peer lending platform,bangalore,cao yibin huang wei madhusudan e,seed funding,0.0Cr,2017,6,2
2017-06-12,lendingkart,consumer internet,online lending platform,ahmedabad,yes bank,debt funding,69.42Cr,2017,6,2
2017-06-12,boxxai,technology,artificial intelligence,bangalore,unicorn india ventures venky krishnakumar suresh shankar vivek bhargava,private equity,4.45Cr,2017,6,2
2017-06-12,peesafein,healthcare,hygiene care product manufacturer,new delhi,venture catalysts,private equity,8.9Cr,2017,6,2
2017-06-12,vista rooms,consumer internet,online rooms aggregation platform,mumbai,artha india ventures singularity holdings rajan anandan girish mathrubootham,seed funding,6.9064Cr,2017,6,2
